"","","","","classificacoes"
"170",0.387007941027516,0.483006426301494,0.263677342865866,3
"171",0.306294447293715,0.476208683750886,0.246763064250684,3
"172",0.439437624948426,0.473669913589809,0.289832315304864,3
"173",0.379190457281947,0.48517059753609,0.453387149080847,3
"174",0.36571161229242,0.476092535105442,0.270876971762464,3
"175",0.461876024248874,0.478321786718584,0.182029160372586,2
"176",0.453363700499843,0.477231842861326,0.16254279849277,1
"177",0.361967154557464,0.477385406415793,0.399795278618385,3
"178",0.497596685930814,0.477534198754095,0.295992125790095,2
"179",0.411587401954006,0.480191284321802,0.201736631759928,1
"180",0.272727105538006,0.469937102796497,0.0464333276826503,1
"181",0.639673245896174,0.484034476726682,0.269655640202214,2
"182",0.362848246842639,0.477778579385621,0.192193773652528,1
"183",0.58389102172417,0.484277825343077,0.355048867122853,2
"184",0.324183719007359,0.470069147508564,0.204939684245644,1
"185",0.284614432264165,0.481787638438124,0.225737293102971,1
"186",0.192116880979763,0.319202316148219,0.233890492129276,1
"187",0.335237222587339,0.475088034362875,0.50137363446031,3
"188",0.188280667138777,0.426459288959787,0.121769645100934,1
"189",0.307634950857357,0.48152048191621,0.286110244965835,3
"190",0.463263477760456,0.475943043831778,0.379793846923389,3
"191",0.344911158086608,0.476632698621449,0.242579843238908,3
"192",0.347928529399954,0.482518267133726,0.382666969986962,3
"193",0.585393237793625,0.483556163053433,0.378585472370497,2
"194",0.483659020432989,0.487896249763758,0.322229124970305,2
"195",0.486977212400246,0.472712875596658,0.3405233609126,2
"196",0.326363418602582,0.492150452284307,0.534222679976454,3
"197",0.226324823311713,0.531014338943858,0.0369767344882072,1
"198",0.394057744246898,0.478813819639884,0.261040498319433,3
"199",0.43240943964713,0.484025988388855,0.347828919267938,3
"200",0.150217594635158,0.412927991618713,0.210587628965297,1
"201",0.475722982029223,0.484943775874194,0.29240732450142,2
"202",0.644760742523033,0.482528603893636,0.238237768704404,2
"203",0.517500839144822,0.480373659570615,0.242164997964034,2
